Demo_spol,Demo_starost,Demo_regija,D11,S2,Q0B4_r1,Q0B4_r2,Q0B4_r3,Q0B4_r4,Q0B3,Q1a_1,Q1a_2,Q1a_3,Q1a_4,Q1a_5,Q1a_6,Q1a_7,Q1a_8,Q1a_9,Q1a_10,Q1a_11,Q1a_1_other,Q1a_2_other,Q1a_3_other,Q1a_4_other,Q1a_5_other,Q1a_6_other,Q1a_7_other,Q1a_8_other,Q1a_9_other,Q1a_10_other,Q2a_1,Q2a_2,Q2a_3,Q2a_4,Q2a_5,Q2a_6,Q2a_7,Q2a_8,Q1b_1,Q1b_2,Q1b_3,Q1b_4,Q1b_5,Q1b_6,Q1b_7,Q1b_8,Q1b_9,Q1b_10,Q1b_11,Q1b_1_other,Q1b_2_other,Q1b_3_other,Q1b_4_other,Q1b_5_other,Q1b_6_other,Q1b_7_other,Q1b_8_other,Q1b_9_other,Q1b_10_other,Q2b_1,Q2b_2,Q2b_3,Q2b_4,Q2b_5,Q2b_6,PREFmobilni,PREFmobilni_8_other,PREFfix
1,29,8,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,T-2,Telekom Slovenije, , , , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,T-2,Telekom Slovenije, , , , , , ,1,1,1,1,0,0,3, ,4
1,20,8,2,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,Bob, , , , , , , ,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,Telekom, , , , , , , , ,1,1,1,1,1,0,5, ,3
2,27,2,4,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,1,1,1,1,1,0,3, ,3
2,29,8,3,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Bob,Telekom Slovenije, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T-2,Telemach,A1,Voyo, , , , , , ,1,1,1,1,0,0,7, ,6
1,23,7,7,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,A1,Telecom, , , , , , , ,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,A1, , , , , , , , ,1,1,1,0,0,0,1, ,2
1,21,7,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,telekom,t2,a1,telemach,hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,a1,telekom,telemach,t2,hofer, , , , , ,1,1,1,1,0,0,1, ,1
1,24,8,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,telemach,telekom,A1,T2,Redo, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,1,0,3, ,3
1,23,9,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,Telemach,A1,Hofer,T2,BOB, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T2, , , , , , ,1,1,1,1,1,0,3, ,6
1,21,12,8,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,Bob,Telemach,T2, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T2, , , , , , ,1,1,1,1,0,0,1, ,1
2,23,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telemach,Siol, , , , , , ,1,1,1,1,1,0,2, ,2
2,24,6,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,Hofer,T2, , , , , , ,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,2, ,2
1,24,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,Telekom Slovenije,A1,T2,telemach,Hofer,Bob,Izy, , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,A1,T2,telemach, , , , , , ,1,1,1,1,0,0,1, ,1
1,24,7,3,2,1,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,telekom,telemach,a1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,telemach,t2, , , , , , , , ,1,1,1,1,0,0,1, ,3
1,29,9,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,Telekom,Hot,Telemach,Bob,Re:Do, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T2,Telekom,Telemach,A1, , , , , , ,1,1,1,1,1,0,2, ,4
1,24,11,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Bob,Telekom Slovenije,Telemach,T2,Re:do,A1, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,Telemach,A1,Total tv, , , , , ,1,1,1,1,1,0,5, ,2
2,26,8,3,2,1,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,bob,telekom,a1,telemach,t2, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,a1,telemach,telekom, , , , , , , ,1,1,1,1,1,0,5, ,2
1,24,10,3,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Bob,Telekom Slovenije,A1,Telemach,Redi,Hot Hofer, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom Slovenije,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,5, ,1
1,28,8,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,telekom,telemach,a1,t2,simobil,tusmobil, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,telemach,a1,t2, , , , , , ,1,1,1,1,1,0,1, ,1
1,16,8,9,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Samsung,Apple,Nokia,Huawai,Xiaomi, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,Telekom,A1,Telemach,T2,Bob,Samsung,Sony,LG,Panasonic,Hofer,1,1,1,1,1,0,1, ,1
1,23,8,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telekom Slovenije,Izimobil, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,T2,A1,Telekom Slovenije, , , , , , , ,1,1,1,1,0,0,6, ,3
1,22,2,9,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,telekom, , , , , , , , , ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,telekom, , , , , , , , , ,1,0,0,0,0,0,1, ,1
1,20,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,telemach,telekom,a1,bob,t2, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,telemach,telekom,a1,bob,izi,t2, , , , ,1,1,1,1,0,0,3, ,3
2,24,2,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,Telemach,Hofer,T2, , , , , ,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Omrezje,A1,Telekom,Telemach, , , , , , ,1,1,1,1,1,0,2, ,2
1,30,2,3,2,1,1,1,2,3,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T-2,Redo, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,3, ,3
2,28,9,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,T2, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telamach,T2,A1, , , , , , , ,1,1,1,1,0,0,3, ,3
1,23,9,8,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,bob,a1,mobitel, , , , , , , ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,bob, , , , , , , ,1,1,1,1,0,0,5, ,1
2,30,7,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,A1,T2,Bob,Telekom,Hotmobil,Sparmobil, , , , ,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,T2,Telemach, ,Telekom, , , , , , ,1,1,1,1,1,0,2, ,4
1,18,8,1,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,T2,A1,Telekom Slovenije,Telemach,Hot Telekom, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telemach,Telekom, , , , , , ,1,1,1,1,1,0,2, ,2
1,18,9,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,mobitel,telekom,t2,telemach,bob, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,telemach,total tv,siol, , , , , , ,1,1,1,1,1,0,1, ,4
1,23,2,8,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,telemach,telekom,bob,a1,vodafon,t2, , , , ,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,telemach,t2,a1,telekom,bob, , , , , ,1,1,1,1,1,0,3, ,3
1,28,6,9,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,Mobitel, , , , , , , , , ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T2, , , , , , , , , ,0,0,0,1,0,0,10, ,7
2,26,11,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,Telemach,A1,T2,Hofer,Spar, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,T2,Telemach, , , , , , ,1,1,1,1,1,0,4, ,1
1,23,2,2,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,T2,Telekom,Bob,Hot hofer,A1, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,T 2,Telemach,A 1, , , , , , , ,1,1,1,1,1,0,6, ,4
2,21,8,2,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,hot hofer, , , , , , , , , ,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,hot,telekom,t2,telemah, , , , , , ,1,1,1,1,0,0,6, ,4
1,26,9,9,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,izimobil,telekom,sparmobil,telemach,a1,bob,amis, , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,telekom,t2,telemach,a1,izimobil,bob, , , , ,1,1,0,1,0,0,6, ,2
2,20,11,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,Bob, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T-2, , , , , , ,1,1,1,1,0,0,2, ,7
1,20,4,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,T2,Bob,A1, , , , , ,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Bob,Telemach,Telekom,T2,A1, , , , , ,1,1,1,1,0,0,1, ,1
2,20,8,3,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,Hot Hofer,bob,simobil,telekom,telemach,T2,A1, , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,telekom,telemach,A1,T2,Bob, , , , , ,1,1,1,1,0,0,1, ,1
2,20,4,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,T2, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,Neon,Voyo,Eon, , , , , , ,1,1,1,1,1,0,4, ,4
2,24,11,8,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Bob,A1,Telekom,Hofer, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,T2,Kabelska tv,Telekom, , , , , , , ,1,1,1,1,0,0,5, ,4
1,20,4,4,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,t2,telekom,telemach,a1, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,telekom,a1,telemach, , , , , , ,1,1,1,1,0,0,4, ,1
1,27,11,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T2,Freenet, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,A1,Telekom, , , , , , ,1,1,1,1,1,0,3, ,3
1,28,8,3,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,a1,telekom,t2,redo,telemach, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,a1,telemach,telekom,t2, , , , , , ,1,1,1,1,1,0,7, ,4
1,29,8,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,T2,Telekom Slovenije,Telemach,IziMobil,HotHofer,A1,Bob, , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom Slovenije,Telemach, , , , , , , ,1,1,1,1,1,0,1, ,2
1,25,4,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,A1,Telekom,Telemach,Bob,Hot hofer, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,3, ,2
2,22,4,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Hot,A1, , , , , , , ,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,A1,Telemach, , , , , , , , ,1,1,1,1,0,0,6, ,6
1,28,1,3,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,Telemach, , , , , , , , , ,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,A1, , , , , , , , ,1,1,1,1,0,0,3, ,3
1,26,8,1,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Telekom,A1,Hofer,Telemach,T2,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,A1,T2,Telemach,TotalTV, , , , , ,1,1,1,1,1,0,5, ,2
1,29,1,3,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,T2,Total, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,Telemach,A1,T2,Total, , , , , ,1,1,1,1,1,0,3, ,3
2,19,2,1,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,telemach,telekom,istyle,a1, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,Samsung, , , , , , ,1,1,1,1,0,0,3, ,3
1,25,8,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Hofer,Telekom,Telemach,A1,Bob, , , , , ,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,0,0,1, ,1
2,30,1,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Telekom,T2, , , , , , ,1,1,1,1,0,0,3, ,3
2,23,1,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telekom,Bob,Hot, , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telekom,A1, , , , , , , ,1,1,1,1,0,0,2, ,5
2,23,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Telecom, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,T2,A1,Telemach,Telecom, , , , , , ,1,1,1,1,0,0,2, ,2
1,25,8,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,Bob,T2, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,2, ,4
2,21,8,2,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telemah,Telekom,A1,T2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemah,Telekom,A1,T2, , , , , , ,1,1,1,1,1,0,6, ,2
2,31,12,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,Telekom,A1,Telemach,T-2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Telekom,Siol, , , , , , ,1,1,1,1,0,0,2, ,2
2,43,9,4,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,t2,a1,bob,siol, , , , , , ,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,t2,siol, , , , , , , , ,1,1,0,1,0,0,5, ,6
2,39,12,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,A1,Telemah, , , , , , , ,1,1,1,1,1,0,1, ,1
2,43,4,3,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,T2, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,Telemach,Telekom,A1,Bob,T2,Re-do, , , , ,1,1,1,1,0,0,1, ,1
2,42,8,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,Telemach,Telecom,A1, , , , , , , ,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Telemach,T2, , , , , , , , ,1,1,1,1,0,0,3, ,3
2,54,8,9,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,A1,Bob, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Telekom,Telemach,A1, , , , , , , ,1,1,1,1,1,0,1, ,1
2,39,12,5,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,t2,telekom,telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,telekom,a1,telemach, , , , , , ,1,1,1,1,1,0,3, ,4
2,49,7,2,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Totaltv,Mobitel,T2, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,A1,T2,Mobitel,Telemach, , , , , , ,1,1,1,1,1,0,5, ,2
2,55,2,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,T2,Telekom,A1, , , , , , ,1,1,1,1,1,0,3, ,3
1,37,7,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,telekom,a1,telemach,t2,bob,izimobil,sparmobil,hofer, , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telekom,a1,Telemach,t2, , , , , , ,1,1,1,1,1,0,9, ,6
1,40,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Telekom Slovenije,A1,Telemach,Bober,Hofer mobil (HoT),Spar Mobil,izi,Bob,O2, ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,Telekom Slovenije,A1,Telemach, , , , , , , ,1,1,1,1,1,0,5, ,3
1,50,3,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,A1,Telekom,Telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telemach,Telekom,T2, , , , , , ,1,1,1,1,0,0,2, ,2
2,42,8,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,A1,Telemach,T2,Telekom,Hofer,Bob, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,A1,T2,Telekom,Telemach,Total, , , , , ,1,1,1,1,1,0,9, ,6
2,35,7,5,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Hofer,Lidl, , , , , , ,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Telekom,T2,Telemach,A1,Siol, , , , , ,1,1,1,1,1,0,1, ,1
2,41,8,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,telekom,telemach,a1,t2,bob,izi, , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,telekom,telemach,a1, , , , , , , ,1,1,1,1,1,0,1, ,1
1,33,8,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,A1,Telecom Slovenija,T-2,Telemah, , , , , , ,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,1,1,1,0,9, ,6
2,49,4,9,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,telemach,telekom,A1,T2,hofer, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,telemach,telekom,A1,T2, , , , , , ,1,1,1,1,1,0,3, ,3
2,47,2,2,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,Hofer,Bob, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,T2, , , , , , ,1,1,1,1,1,0,2, ,6
2,55,8,4,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Bob,Hot Hofer,Telekom,A1,Telemach,T2, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T2, , , , , , ,1,1,1,1,1,0,2, ,1
1,38,3,3,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,Bob,Hofer Hot,Mobitel,A1,T2,Paket izi, , , , ,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,T 2,Telemach,Bob, , , , , , ,1,1,1,1,1,0,5, ,3
1,37,9,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,telemach, , , , , , , ,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,telemach,a1,telekom, , , , , , , ,1,1,1,1,1,0,1, ,1
1,35,8,4,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,bob,hot,a1,telekom,telemach,t2, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,telemach,t2,a1,telekom, , , , , , ,1,1,1,1,1,0,5, ,3
2,40,4,3,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,A1, , , , , , , , , ,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"A1,",T2, , , , , , , , ,0,1,0,1,0,0,2, ,2
2,40,12,3,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,Telekom slovenije,Telemah,T-2,A1, , , , , , ,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T-2, , , , , , , , , ,1,1,1,1,0,0,3, ,3
2,47,9,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,bob,telekom,telemach, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,t2,telekom,telemach, , , , , , ,1,1,0,1,0,0,9, ,6
2,40,6,3,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,A1,Telekom,Telemach,T-2, , , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,A1,T-2,Telekom,Telemach, , , , , , ,1,1,1,1,0,0,9, ,6
2,43,8,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,telekom,a1,telemach, , , , , , , ,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,telekom, , , , , , , , , ,1,0,0,0,0,0,2, ,2
2,37,9,4,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,telemach,a1,hofer,spar,mercator, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,t2,siol,a1,telemach, , , , , , ,1,1,1,1,1,0,3, ,3
2,48,3,7,2,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,A1,Hotmobil,Telekom,Tus,Redo, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,A1,Hotmobil,Telekom, , , , , , , ,1,1,1,1,1,0,1, ,1
2,35,8,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,A1,Telemach,Telecom,Bob,Hofer, , , , , ,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,A1,Telemach,Telecom, , , , , , , ,1,1,1,1,1,0,9, ,2
1,31,5,3,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,a1,siol,telekom,telemach,t2, , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,t2,telemah,a1,telekom, , , , , , ,1,1,1,1,1,0,1, ,3
1,46,2,4,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,Telemach,Telekom,A1,T2,Hot, , , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,Telekom,T2,A1, , , , , , ,1,1,1,1,1,0,6, ,3
1,55,8,3,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,Bob,A1,Telemach, , , , , , , ,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Siol,A1,T2, , , , , , , ,1,1,1,1,1,0,1, ,1
1,45,8,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,Bob,Izimobil,Tuš telekom,Hofer mobil,T2,Telemach, , , , ,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Telemach,A1,Telekom,T2, , , , , , ,1,1,1,1,1,0,6, ,2
1,38,8,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,T-2,Telemach,Telekom,A1,Hotmobil,Bob, , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,T-2,Telemach,A1,Telekom, , , , , , ,1,1,1,1,1,0,4, ,4
1,45,4,9,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,Ostali sateliti, , , , , , ,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Telekom,Telemach,A1,Total tv, , , , , , ,0,0,1,1,0,0,9, ,1
